,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-07-25 16:16:59.999,1627254960000,1.21400000,1.21470000,1.21400000,1.21400000,6333.02000000,1627255019999,7689.42650600,16,4037.17000000,4902.22658900,0
2021-07-25 16:17:59.999,1627255020000,1.21400000,1.21420000,1.21290000,1.21420000,7392.62000000,1627255079999,8968.54274600,22,1020.61000000,1238.46585100,0
2021-07-25 16:18:59.999,1627255080000,1.21420000,1.21450000,1.21390000,1.21390000,1608.28000000,1627255139999,1952.76702000,8,1608.28000000,1952.76702000,0
2021-07-25 16:19:59.999,1627255140000,1.21420000,1.21500000,1.21390000,1.21450000,6177.30000000,1627255199999,7502.17274700,17,3708.43000000,4504.19091900,0
2021-07-25 16:20:59.999,1627255200000,1.21440000,1.21510000,1.21430000,1.21510000,2283.38000000,1627255259999,2773.23481200,9,1044.69000000,1268.87166100,0
2021-07-25 16:21:59.999,1627255260000,1.21520000,1.21610000,1.21470000,1.21610000,6966.25000000,1627255319999,8468.86699500,21,5407.32000000,6574.43427300,0
2021-07-25 16:22:59.999,1627255320000,1.21600000,1.21840000,1.21590000,1.21840000,11651.62000000,1627255379999,14185.98429400,33,6405.12000000,7796.28264800,0
2021-07-25 16:23:59.999,1627255380000,1.21840000,1.22030000,1.21810000,1.21910000,13327.41000000,1627255439999,16253.58026000,66,6278.45000000,7657.92497600,0
2021-07-25 16:24:59.999,1627255440000,1.21850000,1.21980000,1.21800000,1.21980000,6064.46000000,1627255499999,7392.50220000,21,5262.41000000,6415.40595200,0
2021-07-25 16:25:59.999,1627255500000,1.22000000,1.22000000,1.21790000,1.21950000,11839.45000000,1627255559999,14434.60916900,25,2810.65000000,3427.00791100,0
2021-07-25 16:26:59.999,1627255560000,1.21880000,1.22040000,1.21880000,1.22000000,13152.55000000,1627255619999,16038.87462000,23,6881.86000000,8396.14261200,0
2021-07-25 16:27:59.999,1627255620000,1.22060000,1.22060000,1.21970000,1.22020000,10520.76000000,1627255679999,12836.11239200,26,2654.11000000,3238.73759200,0
2021-07-25 16:28:59.999,1627255680000,1.22050000,1.22150000,1.22050000,1.22130000,10243.54000000,1627255739999,12505.91291300,47,8361.64000000,10207.79848800,0
2021-07-25 16:29:59.999,1627255740000,1.22150000,1.22170000,1.22030000,1.22170000,7634.82000000,1627255799999,9321.54738400,34,2086.70000000,2548.92256300,0
2021-07-25 16:30:59.999,1627255800000,1.22170000,1.22220000,1.22110000,1.22130000,13695.06000000,1627255859999,16731.32603400,50,11092.24000000,13552.18907600,0
2021-07-25 16:31:59.999,1627255860000,1.22180000,1.22230000,1.22180000,1.22180000,3544.37000000,1627255919999,4331.70929800,15,2393.68000000,2925.50403800,0
2021-07-25 16:32:59.999,1627255920000,1.22180000,1.22180000,1.22100000,1.22160000,13222.66000000,1627255979999,16146.60446400,21,3257.34000000,3978.24807000,0
2021-07-25 16:33:59.999,1627255980000,1.22170000,1.22170000,1.22100000,1.22110000,3180.15000000,1627256039999,3883.28218000,25,918.58000000,1121.80177900,0
2021-07-25 16:34:59.999,1627256040000,1.22110000,1.22230000,1.22110000,1.22200000,12303.88000000,1627256099999,15032.16304600,34,9749.10000000,11911.50898200,0
2021-07-25 16:35:59.999,1627256100000,1.22170000,1.22280000,1.22170000,1.22280000,8247.05000000,1627256159999,10080.96964100,61,5514.80000000,6741.54143500,0
2021-07-25 16:36:59.999,1627256160000,1.22280000,1.22290000,1.22130000,1.22270000,16459.41000000,1627256219999,20111.30252500,51,6055.46000000,7401.85214800,0
2021-07-25 16:37:59.999,1627256220000,1.22240000,1.22250000,1.22230000,1.22250000,861.86000000,1627256279999,1053.54687500,8,681.17000000,832.67141900,0
2021-07-25 16:38:59.999,1627256280000,1.22190000,1.22300000,1.22010000,1.22060000,34718.09000000,1627256339999,42424.22230200,83,13310.98000000,16270.98073900,0
2021-07-25 16:39:59.999,1627256340000,1.22060000,1.22230000,1.22060000,1.22230000,9582.98000000,1627256399999,11709.04627500,27,2981.97000000,3644.06277700,0
2021-07-25 16:40:59.999,1627256400000,1.22160000,1.22370000,1.22160000,1.22370000,40879.05000000,1627256459999,50001.08430500,125,30560.39000000,37381.81308600,0
2021-07-25 16:41:59.999,1627256460000,1.22370000,1.22560000,1.22360000,1.22560000,36090.12000000,1627256519999,44196.13557900,173,33137.94000000,40583.35945000,0
2021-07-25 16:42:59.999,1627256520000,1.22560000,1.22640000,1.22350000,1.22390000,38858.09000000,1627256579999,47619.92051700,147,19691.79000000,24135.13677900,0
2021-07-25 16:43:59.999,1627256580000,1.22380000,1.22570000,1.22250000,1.22570000,18995.28000000,1627256639999,23232.25751000,48,1762.73000000,2156.72719000,0
2021-07-25 16:44:59.999,1627256640000,1.22580000,1.22630000,1.22540000,1.22570000,38953.45000000,1627256699999,47752.27219500,55,20040.27000000,24565.92621600,0
2021-07-25 16:45:59.999,1627256700000,1.22600000,1.22660000,1.22550000,1.22650000,37288.62000000,1627256759999,45726.01843600,68,30370.83000000,37244.44518200,0
2021-07-25 16:46:59.999,1627256760000,1.22660000,1.22660000,1.22520000,1.22610000,5876.17000000,1627256819999,7204.11684000,28,4109.77000000,5038.87805000,0
2021-07-25 16:47:59.999,1627256820000,1.22580000,1.22620000,1.22530000,1.22530000,11566.98000000,1627256879999,14178.77694000,34,4801.57000000,5886.91225200,0
2021-07-25 16:48:59.999,1627256880000,1.22560000,1.22690000,1.22560000,1.22660000,8164.80000000,1627256939999,10015.64793000,39,7641.04000000,9373.53107400,0
2021-07-25 16:49:59.999,1627256940000,1.22660000,1.22700000,1.22610000,1.22690000,27246.21000000,1627256999999,33427.18156200,45,24326.45000000,29845.89527200,0
2021-07-25 16:50:59.999,1627257000000,1.22690000,1.22830000,1.22690000,1.22790000,18727.89000000,1627257059999,22995.99484000,107,18127.89000000,22259.55484000,0
2021-07-25 16:51:59.999,1627257060000,1.22790000,1.22940000,1.22700000,1.22700000,22651.00000000,1627257119999,27823.20442200,144,8938.64000000,10984.52706000,0
2021-07-25 16:52:59.999,1627257120000,1.22700000,1.22790000,1.22610000,1.22640000,14520.91000000,1627257179999,17818.57233900,47,8379.16000000,10283.53778200,0
